17.670 17.150 99.999 99.999
19.524 19.495 -0.003 -0.001
20.352 20.379 99.999 99.999
20.538 20.040 -0.002 -0.003
20.692 19.827  0.001 -0.001
22.455 22.294 99.999 99.999
23.086 22.757  0.016  0.021
23.450 23.674  0.005  0.009
26.330 26.314  0.276  0.068
27.218 26.300  0.286 -0.055
18.342 17.112 99.999 99.999
21.430 20.796 -0.006 -0.009
23.066 22.198  0.017 -0.004
24.010 24.379  0.001  0.048
24.184 23.207 -0.015  0.006
24.742 24.794 -0.043 -0.010
27.069 25.893  0.063 99.999
27.284 27.515  0.055 99.999
19.319 19.377 -0.004 -0.002
19.772 18.975 -0.003 -0.008
19.853 18.890 -0.003 -0.007
21.307 21.164  0.003  0.001
21.401 21.746  0.002 -0.017
21.496 21.265 -0.004 -0.002
21.494 20.718 -0.010 -0.002
22.526 22.791 -0.012  0.002
23.429 23.871 -0.006  0.029
23.442 22.201 -0.011 -0.003
24.105 22.985  0.043 -0.004
26.127 25.869 -0.010 -0.039
17.019 17.508 99.999 99.999
17.190 15.768 99.999 99.999
19.664 19.787 99.999 99.999
21.673 20.599  0.001 -0.002
22.471 21.313 -0.004  0.008
22.550 21.202 -0.008  0.001
24.571 25.050  0.059  0.031
25.771 24.914 -0.021 -0.114
27.036 25.637 99.999 99.999
17.502 16.722 99.999 99.999
19.784 20.245 -0.004  0.003
19.849 20.064 -0.002  0.000
22.580 22.728  0.004  0.010
23.769 22.395 -0.004 -0.009
24.231 24.536  0.011 -0.013
25.204 25.405  0.003  0.048
26.446 25.736 -0.103 -0.052
27.569 27.906 99.999 99.999
18.138 16.801 99.999 99.999
19.674 19.044 -0.003 -0.005
22.433 21.174 -0.006 -0.007
22.675 23.053 -0.018  0.010
25.233 23.860 -0.024  0.027
25.622 25.035 -0.020 -0.018
26.564 26.104  0.201 -0.127
17.297 16.191 99.999 99.999
18.428 18.211  0.010  0.005
24.995 23.519  0.001 -0.007
25.769 26.188 -0.025 -0.173
26.375 24.986 -0.035  0.021
26.676 26.492  0.130  0.053
27.187 25.745  0.020  0.148
17.478 16.447 99.999 99.999
19.293 17.925 -0.005 -0.005
20.308 20.226 -0.002 -0.003
20.945 21.178 -0.007 -0.013
21.001 20.794 -0.004  0.001
22.265 21.203 -0.001  0.008
22.426 21.079 -0.011 -0.006
23.113 22.331 -0.002  0.000
23.536 23.816 -0.007  0.037
24.076 23.457  0.006  0.011
27.227 26.765 99.999 99.999
27.360 27.414 99.999 99.999
20.927 20.923 -0.005 -0.003
23.162 22.852  0.010  0.004
23.305 22.123  0.024 -0.003
24.831 25.221  0.019 -0.053
25.602 24.298 -0.053 -0.052
25.825 24.399 99.999 99.999
26.044 25.111  0.107 -0.009
27.326 26.153 -0.134 -0.065
17.026 17.508 99.999 99.999
17.779 17.206 99.999 99.999
18.202 18.026 99.999 -0.005
19.696 18.227  0.000 -0.007
22.007 22.078  0.001 -0.001
23.521 23.891  0.007 -0.003
24.635 24.550 -0.028 -0.040
27.099 26.905  0.253 -0.234
27.894 27.149 99.999 99.999
18.916 18.574 -0.005 -0.006
21.915 21.285  0.039 -0.001
23.002 22.258 -0.013  0.001
25.874 26.023 -0.105  0.112
25.790 24.502 99.999 99.999
27.541 27.391 99.999 99.999
17.994 17.066 99.999 99.999
19.201 18.912 -0.005 -0.005
19.887 19.924 -0.005 -0.007
20.857 20.170 -0.010 -0.001
21.200 20.184 99.999 99.999
21.340 20.881 -0.006  0.008
22.113 21.290  0.006  0.003
22.729 22.322  0.000  0.014
23.269 22.665 -0.019 -0.005
17.993 16.535 99.999 99.999
19.489 18.810 -0.005 -0.008
25.075 23.970  0.131  0.064
26.384 26.005  0.307  0.254
26.700 25.942 -0.114 -0.151
19.620 19.621 -0.002 -0.008
20.614 19.450 -0.004  0.013
21.167 20.589 -0.039  0.001
25.754 25.047  0.091  0.011
26.141 25.280  0.078 -0.011
17.355 16.133 99.999 99.999
17.510 16.556 99.999 99.999
21.004 20.344  0.001  0.000
17.219 16.582 99.999 99.999
17.592 18.037 99.999 -0.003
19.946 20.095 -0.002 -0.001
20.317 20.645 -0.002 -0.006
21.897 20.875 -0.001 -0.004
