25.778000 20.473000
27.096001 21.589001
27.194000 22.226000
23.753000 20.903999
25.650000 21.462000
24.524000 21.222000
26.441000 21.780001
23.896000 21.038000
24.783001 21.459999
25.094000 21.577999
25.431000 21.818001
23.495001 21.459999
26.527000 22.547001
24.618999 21.844000
23.591000 21.628000
25.340000 22.177999
23.565001 21.568001
25.400000 22.771999
25.385000 22.486000
25.250999 22.549999
25.033001 22.636000
25.473000 22.697001
25.542000 22.674999
23.847000 22.162001
25.075001 22.665001
25.259001 22.909000
22.677000 22.181999
24.113001 22.597000
22.657000 22.503000
26.091000 23.250999
24.193001 22.674999
24.695000 22.872999
24.566999 22.768000
26.118999 23.306000
25.504999 23.207001
26.702999 23.618000
25.896999 23.384001
23.150999 22.806000
25.660999 23.362000
25.780001 23.257000
23.163000 22.965000
25.311001 23.434000
23.219000 22.966000
25.670000 23.132000
23.353001 23.080999
24.223000 23.090000
26.976000 23.903999
23.448000 23.034000
26.378000 23.702000
23.362000 23.114000
23.496000 23.285000
26.604000 23.691999
25.955999 23.490000
24.091999 23.170000
27.323000 23.978001
23.611000 23.247999
26.179001 23.663000
25.726999 23.834000
25.978001 23.680000
23.903999 23.514000
29.089001 26.871000
25.604000 23.608999
27.089001 23.940001
26.493000 24.040001
23.827000 23.437000
25.868999 23.715000
26.447001 23.975000
26.290001 23.896999
24.197001 23.577999
26.415001 23.995001
26.686001 24.084999
26.112000 23.924000
23.878000 23.690001
25.997000 24.108999
26.105000 24.194000
27.218000 24.410000
25.951000 23.705999
25.944000 23.955999
24.525000 23.679001
26.098000 24.200001
26.306999 23.978001
24.049999 23.966000
25.799000 24.021000
26.516001 24.177999
26.834999 24.458000
27.118000 24.306999
26.358999 24.228001
26.587000 24.445000
26.309999 24.271000
26.180000 24.174999
24.131001 23.919001
26.577000 24.261000
26.382999 24.296000
26.662001 24.489000
25.996000 24.160000
24.448999 24.014000
26.514999 24.353001
24.329000 23.973000
24.351999 23.905001
24.377001 24.020000
24.351999 24.011000
25.959999 24.247999
25.796000 24.153000
24.812000 24.059999
26.677999 24.660999
24.358000 24.042999
26.468000 24.492001
24.568001 24.259001
25.882000 24.355000
26.311001 24.273001
25.802999 24.302999
27.523001 24.698000
24.576000 24.066000
24.545000 24.309999
27.004000 24.677999
27.059000 24.840000
27.639999 25.577000
26.273001 24.370001
27.752001 24.830000
24.607000 24.301001
24.452000 24.408001
24.436001 24.237000
24.708000 24.479000
27.127001 24.716999
24.600000 24.127001
26.472000 24.466000
24.539000 24.469000
26.309999 24.414000
26.146000 24.490000
26.339001 24.410000
26.601000 24.594999
26.447001 24.441999
24.652000 24.580999
26.157000 24.221001
26.660000 24.549999
26.575001 24.584000
25.982000 24.283001
24.900000 24.618999
26.139000 24.497999
26.292999 24.420000
26.035000 24.452999
25.146999 24.483999
27.118000 24.809000
25.552999 24.216000
27.180000 24.709999
25.917999 24.775000
26.702999 25.068001
24.802000 24.450001
24.704000 24.506001
24.804001 24.459000
26.323000 24.473000
25.131001 24.681999
28.358999 24.983999
24.738001 24.688999
27.332001 24.875999
